id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,Electivesminor_Sem1,Electivesminor_Sem2,CoreCourses_Summer
620130012,Phillipp,Raveau,Phillipp.Raveau@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1020, GEOG1231","ELET1400, BIOC1021, MATH1152","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130013,Andy,Rawlence,Andy.Rawlence@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","CHEM2310, GEOG2233, CHEM2010","COMP3410, PHYS3351, COMP2802",
620130014,Garald,McTrusty,Garald.McTrusty@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","BIOC3013, PHYS2351","GEOG2131, PHYS3300, GEOG3132",COMP3901
620130015,Shalna,Jemmison,Shalna.Jemmison@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",CHEM2011,MICR2211,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130016,Millicent,Roffey,Millicent.Roffey@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1411, PHYS1412, GEOG1231",GEOL1104,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130017,Bobbette,Ditts,Bobbette.Ditts@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","CHEM1901, PHYS1412, GEOG1131","CHEM1902, MATH1152, MICR1011","COMP1210,COMP1126,COMP1127,COMP1161"
620130018,Imogen,Killingworth,Imogen.Killingworth@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","BIOC3013, CHEM2310","ELET2420, MATH3402",
620130019,Haroun,Cullingford,Haroun.Cullingford@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","CHEM1901, PHYS1412",ELET1400,"COMP1210,COMP1126,COMP1127,COMP1161"
620130020,Montague,Gillie,Montague.Gillie@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2331, MATH2404","CHEM2110, CHEM3011, MATH2407, ELET2420",COMP3901
620130021,Jasen,Sprowles,Jasen.Sprowles@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG3131, COMP3802, CHEM2210","MATH3403, COMP3410, CHEM2311, COMP2802",
620130022,Judas,Colmer,Judas.Colmer@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOG2131, MATH2401, COMP3191, CHEM2210","GEOL2201, GEOG2131, MATH3404",COMP3901
620130023,Chryste,Kitchingman,Chryste.Kitchingman@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1412, GEOL1102, GEOL1101",GEOL1104,
620130024,Bea,Tejero,Bea.Tejero@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1411, BIOC1021",GEOG1232,
620130025,Herb,Botten,Herb.Botten@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","GEOG2331, CHEM2310",CHEM2110,
620130026,Lockwood,Batsford,Lockwood.Batsford@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","PHYS2351, GEOL2202, BIOC2014",MICR2211,
620130027,Rivy,Voice,Rivy.Voice@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2386, BIOC3013","MICR2211, PHYS3351, PHYS3565",
620130028,Belita,Mathewes,Belita.Mathewes@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1412, MATH1141","ELET1400, MICR1010","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130029,Juli,Wickliffe,Juli.Wickliffe@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3405, ELET2430",COMP3162,
620130030,Edmon,Hawking,Edmon.Hawking@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3211, GEOG2233, GEOL2202","MATH3404, CHEM2110, CHEM3010, BIOC3011",COMP3901
620130031,Ty,Stockings,Ty.Stockings@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2010, GEOG2131, CHEM2011, MATH2404","MATH3404, MATH3403, COMP3162",COMP3901
620130032,Fannie,Clark,Fannie.Clark@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",GEOG2231,ELET2415,COMP3901
620130033,Eleonora,Bernini,Eleonora.Bernini@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET2405, MATH3401","COMP3162, MATH3403, ELET2210",COMP3901
620130034,Modestine,Wick,Modestine.Wick@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","CHEM2011, MATH3405, COMP3802","COMP3192, CHEM2311, COMP2802","SWEN3101,SWEN3145,SWEN3920"
620130035,Melly,Morcombe,Melly.Morcombe@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",CHEM2402,CHEM2110,
620130036,Dorian,Klaiser,Dorian.Klaiser@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","CHEM1901, BIOC1020",BIOC1020,
620130037,Frederick,Lampbrecht,Frederick.Lampbrecht@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2300, ELET2430","ELET2210, MATH3403, PHYS2561",
620130038,Justis,Driscoll,Justis.Driscoll@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3912, ELET3430, ELET2430","PHYS3300, PHYS2296, MICR2211",
620130039,Genevra,Crees,Genevra.Crees@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3652, CHEM2211","PHYS2561, GEOG2332",
620130040,Erasmus,Reinger,Erasmus.Reinger@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","GEOG2331, MATH1141, GEOG1131, CHEM2310","MICR1011, BIOC1020",
620130041,Bianka,Elener,Bianka.Elener@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1231, MATH1142, GEOG1131","MATH1151, ELET1405, GEOL1104","COMP1210,COMP1126,COMP1127,COMP1161"
620130042,Merv,Jordine,Merv.Jordine@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","COMP3801, CHEM2402, ELET3430","MATH3402, GEOG2332",COMP3901
620130043,Giffard,Sherrum,Giffard.Sherrum@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",ELET3405,"ELET2415, PHYS3351, COMP3702",
620130044,Rourke,Zanicchelli,Rourke.Zanicchelli@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1131, BIOC1021","PHYS1422, GEOG1132",
620130045,Ranice,Olyff,Ranice.Olyff@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",CHEM2210,"ELET2410, PHYS2561, ELET2415, GEOG1232","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130046,Stephine,Dahl,Stephine.Dahl@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",PHYS1411,"GEOG2332, CHEM2110",
620130047,Pennie,Moyles,Pennie.Moyles@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH2421, CHEM2210, MATH1141","GEOL1104, ELET1400, GEOL2201","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130048,Karyl,Mardle,Karyl.Mardle@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3401, GEOL3002, GEOG2131, GEOG3131","PHYS3351, ELET2410, MATH3404",COMP3901
620130049,Giraud,Russo,Giraud.Russo@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOG2233, GEOG2331, PHYS2386, ELET3405","PHYS2200, ELET2420, BIOC3014",
620130050,Denyse,Quilleash,Denyse.Quilleash@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOG2231, GEOL2202, COMP3191",GEOG3333,COMP3901
620130051,Vivianne,Llywarch,Vivianne.Llywarch@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2351, CHEM2011","MATH2407, COMP3410, GEOG2332",COMP3901
620130052,Tobe,Ericsson,Tobe.Ericsson@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG3331, GEOL2202, COMP3191, MATH2401",GEOG2232,"SWEN3101,SWEN3145,SWEN3920"
620130053,Honor,Lyfe,Honor.Lyfe@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOL1101, BIOC1021, MATH1141","MICR1010, MATH1152",
620130054,Shay,Garwill,Shay.Garwill@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET3405, COMP3801","GEOG3333, COMP3162",COMP3901
620130055,Malinda,Rollins,Malinda.Rollins@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3191, PHYS2300, GEOG2233, COMP3912","CHEM2111, GEOG2232, ELET2410, COMP3192",
620130056,Jacinthe,Morican,Jacinthe.Morican@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3405, COMP3802","PHYS3565, GEOG3333",COMP3901
620130057,Helyn,Catcherside,Helyn.Catcherside@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3802, MATH2401, ELET3405, CHEM3110",PHYS3341,"SWEN3101,SWEN3145,SWEN3920"
620130058,Barri,MacGrath,Barri.MacGrath@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2131, ELET3211",PHYS2200,COMP3901
620130059,Nichole,Hayman,Nichole.Hayman@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2401, GEOG2331, MATH3155, MATH3405","PHYS3341, GEOG3333",
620130060,Sonnie,Crickmoor,Sonnie.Crickmoor@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3801, GEOG2231",PHYS3351,"SWEN3101,SWEN3145,SWEN3920"
620130061,Louie,Fiddy,Louie.Fiddy@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MATH1141, PHYS1411, GEOL1102",BIOC1021,
620130062,Mabelle,Dufaur,Mabelle.Dufaur@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1131, GEOL1102, CHEM1901","PHYS1421, MATH1152",
620130063,Philbert,Bearcroft,Philbert.Bearcroft@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1412, GEOL1102","MICR1011, GEOG1132","COMP1210,COMP1126,COMP1127,COMP1161"
620130064,Lenora,Poller,Lenora.Poller@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2300, COMP3802, GEOG3331, MATH2421","GEOG2232, BIOC3014, CHEM3011, GEOL2201",
620130065,Meggy,Flamank,Meggy.Flamank@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","CHEM1901, MICR1011","MATH1151, MICR1011, ELET1405",
620130066,Jessamyn,Hartegan,Jessamyn.Hartegan@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3211, GEOG2231",PHYS3300,COMP3901
620130067,Alvin,Canet,Alvin.Canet@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1231, GEOL1102, GEOL1101",BIOC1021,
620130068,Suzy,McClure,Suzy.McClure@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2386, COMP3191, ELET2430","MATH2407, GEOG3333, BIOC3011, BIOL2312",
620130069,Levi,Sherel,Levi.Sherel@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3802, COMP3191, MATH2401","GEOL2201, GEOG3132",
620130070,Virge,Heinish,Virge.Heinish@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","ELET2405, GEOG2331, CHEM1901","PHYS2296, GEOG2232, ELET2415, GEOG1132","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130071,Tymothy,Kitcher,Tymothy.Kitcher@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS2386, PHYS1412","BIOL2312, ELET2210","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130072,Martina,Laurenty,Martina.Laurenty@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOG2331,"CHEM3010, PHYS2561, PHYS3565, ELET2415",COMP3901
620130073,Mayer,Takos,Mayer.Takos@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","CHEM1901, PHYS2386","GEOL1104, ELET2420, ELET1405, PHYS2561","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130074,Carlin,Plail,Carlin.Plail@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOG2331,MATH3402,
620130075,Hillard,Girton,Hillard.Girton@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",MATH2421,"MATH1151, PHYS2200, COMP2802, PHYS2296","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130076,Aeriela,Takkos,Aeriela.Takkos@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","BIOC2014, COMP3802","CHEM2311, MATH2403, GEOL2203, COMP3410",
620130077,Hamlin,Tompsett,Hamlin.Tompsett@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",MICR1010,"PHYS1422, GEOG1132","COMP1210,COMP1126,COMP1127,COMP1161"
620130078,Frederick,Jaffra,Frederick.Jaffra@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","MATH2401, CHEM2310, CHEM2210",GEOL2203,
620130079,Dannie,Craighall,Dannie.Craighall@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",MATH1142,"BIOC1020, MATH1152","COMP1210,COMP1126,COMP1127,COMP1161"
620130080,Tallie,Coonihan,Tallie.Coonihan@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","COMP3802, ELET2405, GEOG2231",COMP3192,
620130081,Jojo,Findlater,Jojo.Findlater@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3405, COMP3912","GEOG2232, PHYS2561, PHYS3351, GEOG3132",
620130082,Amandi,Marde,Amandi.Marde@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2310, CHEM2210, ELET2430","COMP3162, GEOG3132, PHYS3351",
620130083,Adelind,Farry,Adelind.Farry@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",BIOC2014,"GEOG3132, BIOL2312, GEOG2332",COMP3901
620130084,Belita,Apfel,Belita.Apfel@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",COMP3191,"PHYS3351, COMP2802, CHEM2311",
620130085,Carri,Week,Carri.Week@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH2421, PHYS2386","ELET1400, GEOG2131",
620130086,Gris,Longstreeth,Gris.Longstreeth@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH2421, CHEM2310, ELET3430, GEOG2331","ELET2410, ELET2420, COMP3702, GEOG2332",
620130087,Wernher,Broadwood,Wernher.Broadwood@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3405, CHEM2210, CHEM2211","GEOG3132, ELET2420, CHEM2311",
620130088,Mord,McNeil,Mord.McNeil@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOG2233,COMP3162,COMP3901
620130089,Jerri,Windridge,Jerri.Windridge@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3912,"PHYS3341, COMP3192, PHYS3565",
620130090,Gena,Chrystie,Gena.Chrystie@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1411, MICR1010, MATH1142",GEOG1132,
620130091,Seka,Prester,Seka.Prester@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2010, COMP3911, ELET2430",GEOG2332,
620130092,Brewster,Comport,Brewster.Comport@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2402, MICR1010","GEOG2131, CHEM2110, ELET2210","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130093,Suzann,Giffard,Suzann.Giffard@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",BIOC1020,"MICR1011, BIOC1020",
620130094,Sanderson,Searsby,Sanderson.Searsby@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","BIOC2014, PHYS2351","BIOC1021, ELET2210, CHEM2311","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130095,Justina,Lilleyman,Justina.Lilleyman@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",CHEM2011,"GEOL1104, ELET2420, BIOC1021","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130096,Catherine,Doyland,Catherine.Doyland@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1231, CHEM1901, BIOC1021",MATH1152,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130097,Giacomo,Marmion,Giacomo.Marmion@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3911,"MATH2407, MATH2403, ELET2420, MATH2411",
620130098,Pooh,Capelin,Pooh.Capelin@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","CHEM3110, COMP3191, MATH2421",GEOL2203,"SWEN3101,SWEN3145,SWEN3920"
620130099,Waldemar,Paylor,Waldemar.Paylor@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",ELET2405,"BIOC1020, GEOL1103, MATH1152, MATH2407","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130100,Celle,Conrath,Celle.Conrath@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1131, BIOC1020","MATH1151, PHYS1421, MICR1011",
620130101,Tobi,Findlow,Tobi.Findlow@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH1141, GEOG2331, MICR1010","CHEM2311, ELET2210, GEOL1103","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130102,Enriqueta,Dewes,Enriqueta.Dewes@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",PHYS1412,ELET1400,
620130103,Bryon,Sifleet,Bryon.Sifleet@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MATH1141, CHEM1901, GEOG1231",CHEM1902,
620130104,Shandy,Riceards,Shandy.Riceards@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3405, GEOL3002, CHEM2011, GEOL2202","PHYS2200, COMP2802",COMP3901
620130105,Katha,Peyntue,Katha.Peyntue@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",BIOC1021,"ELET1405, BIOC1021, PHYS1422","COMP1210,COMP1126,COMP1127,COMP1161"
620130106,Catharina,McCoughan,Catharina.McCoughan@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2210, CHEM2402",GEOG2131,
