id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,Electivesminor_Sem1,Electivesminor_Sem2,CoreCourses_Summer
620132039,Deni,Sobtka,Deni.Sobtka@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","BIOC2014, ELET3430, GEOL3002, PHYS2351","BIOC3011, ELET2210, COMP3162, PHYS3351","SWEN3101,SWEN3145,SWEN3920"
620132040,Cairistiona,Lauderdale,Cairistiona.Lauderdale@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",BIOC2014,GEOL2203,
620132041,Ilka,Lampe,Ilka.Lampe@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2211, ELET2405, CHEM3110, PHYS2386",MATH2411,
620132042,Jesse,Whellans,Jesse.Whellans@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1412, MICR1010, BIOC1020",ELET1405,
620132043,Ailene,Maruszewski,Ailene.Maruszewski@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",GEOG1231,"PHYS1421, GEOL1103, MATH2403, CHEM2110","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132044,Cesar,Hawthorn,Cesar.Hawthorn@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOG1231,MATH1151,"COMP1210,COMP1126,COMP1127,COMP1161"
620132045,Orv,Figge,Orv.Figge@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","CHEM2211, COMP3802, GEOL3002, PHYS2300","GEOG2232, CHEM2110, ELET2420",
620132046,Roanne,Shoard,Roanne.Shoard@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2131, GEOL2202","PHYS3341, MATH2407, COMP3702",
620132047,Jillene,Boeck,Jillene.Boeck@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","CHEM2402, GEOL1102, MATH2421, BIOC1020","GEOG2332, ELET2415, GEOG2131, ELET2420","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132048,Leupold,Kimberley,Leupold.Kimberley@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2231, COMP3912, GEOL2202","COMP3162, CHEM2110",
620132049,Patty,Camell,Patty.Camell@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","CHEM2402, MATH1141, BIOC2014","PHYS2296, ELET2415, MATH1152",
620132050,Halie,Esh,Halie.Esh@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","BIOC1021, ELET2430, MATH2401","CHEM2110, MICR1010, MATH2403",
620132051,Kin,Edlin,Kin.Edlin@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM1901, CHEM2402",MATH1151,
620132052,Nelson,Bahl,Nelson.Bahl@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",MATH3401,"GEOG2332, CHEM2111, COMP3192",
620132053,Giraldo,Beckett,Giraldo.Beckett@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2131, COMP3911, CHEM2011",CHEM2110,
620132054,Kevina,Brockway,Kevina.Brockway@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH3155,CHEM2311,COMP3901
620132055,Hillyer,Monkhouse,Hillyer.Monkhouse@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2404, ELET3430","COMP3410, CHEM3010, MATH3403",COMP3901
620132056,Arlinda,Barde,Arlinda.Barde@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1101, PHYS1412",BIOC1020,
620132057,Tobit,Nottram,Tobit.Nottram@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2233, BIOC3013, CHEM2210, BIOC2014","PHYS3300, GEOG3333, PHYS2296, GEOL2203",COMP3901
620132058,Lesley,Bente,Lesley.Bente@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",ELET2430,"PHYS3565, CHEM3010, PHYS2200",
620132059,Chancey,Hovenden,Chancey.Hovenden@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH2421, CHEM2211, GEOL1101",ELET1400,
620132060,Abe,Jeffcoat,Abe.Jeffcoat@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1411, PHYS1412, MATH1141",ELET1405,"COMP1210,COMP1126,COMP1127,COMP1161"
620132061,Forrester,Semered,Forrester.Semered@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","BIOC1021, PHYS1411, PHYS1412","PHYS1422, MICR1011",
620132062,Carolin,Duffin,Carolin.Duffin@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",GEOG2231,"COMP3410, COMP3192, COMP3702, PHYS3341",
620132063,Yulma,Dorken,Yulma.Dorken@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1102, CHEM1901, MICR1010","PHYS1421, MICR1010",
620132064,Shelagh,Lannen,Shelagh.Lannen@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",MATH2421,CHEM1902,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620132065,Verna,Rysom,Verna.Rysom@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1020, GEOG1231, CHEM1901",GEOL1104,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620132066,Yule,felip,Yule.felip@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",BIOC1021,"MATH2407, ELET2410","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620132067,Timoteo,Capaldo,Timoteo.Capaldo@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET3405, MATH3405","PHYS3300, GEOG2131, PHYS3341","SWEN3101,SWEN3145,SWEN3920"
620132068,Shannah,Haslock,Shannah.Haslock@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1011, MATH1142","MICR1011, GEOL1103, MATH1151",
620132069,Denny,Boulden,Denny.Boulden@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1021, GEOL1101, BIOC1020",GEOL1104,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620132070,Henry,Chedgey,Henry.Chedgey@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH2401, GEOL1102, MATH1141","GEOL1104, ELET1405","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132071,Ernesta,Tawton,Ernesta.Tawton@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH2401, GEOL3002","CHEM2111, BIOL2312",
620132072,Quinlan,Ioannou,Quinlan.Ioannou@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",MATH1141,"BIOC1021, MICR1010",
620132073,Francois,D'Ugo,Francois.D'Ugo@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG3131, MATH2404, PHYS2351, GEOL3002","PHYS2561, CHEM2111, COMP3702, CHEM2110",
620132074,Russell,Jenson,Russell.Jenson@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1231,"MICR1011, BIOC1020, CHEM1902","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620132075,Joyan,Dadds,Joyan.Dadds@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","CHEM2210, CHEM2010","CHEM2311, GEOG3132, BIOL2312, BIOC3014","SWEN3101,SWEN3145,SWEN3920"
620132076,Lacy,Blair,Lacy.Blair@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","ELET2430, GEOG2233, MICR1011",GEOG1232,
620132077,Claiborn,Skeemor,Claiborn.Skeemor@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","MATH2421, COMP3911",GEOL2201,
620132078,Billy,Farrer,Billy.Farrer@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","COMP3652, CHEM3110, MATH2404","COMP3162, PHYS2200",COMP3901
620132079,Lionello,Maidlow,Lionello.Maidlow@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1231, MATH1142","GEOL1103, PHYS1421, GEOL1104","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620132080,Eli,Segrott,Eli.Segrott@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG2231, CHEM2402","BIOC1020, GEOL2203, ELET2410, GEOL1104",
620132081,Ethelda,Cracker,Ethelda.Cracker@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG3131, ELET3405, MATH2421",PHYS3351,COMP3901
620132082,Duke,Lisciardelli,Duke.Lisciardelli@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","CHEM2011, MATH2404, MATH3155","ELET2420, CHEM2110, PHYS2561, GEOL2203",COMP3901
620132083,Glenden,Hendron,Glenden.Hendron@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOG2331,BIOC3011,COMP3901
620132084,Welbie,Larimer,Welbie.Larimer@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOL1101, BIOC1020, CHEM1901",GEOL1104,
620132085,Phillip,Dunston,Phillip.Dunston@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH2401,"COMP3702, GEOL2201, PHYS3300, ELET2420",
620132086,Allayne,Dorot,Allayne.Dorot@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3912,"CHEM2110, PHYS3341, PHYS3351",COMP3901
620132087,Evey,Laden,Evey.Laden@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2011, GEOL2202, MICR1011, BIOC2014","GEOG1132, PHYS1422, MICR1010, BIOC1020",
620132088,Saundra,Becom,Saundra.Becom@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","CHEM1901, MICR1010, GEOL1101","MICR1010, GEOL1104, MATH1152",
620132089,Lucila,Geator,Lucila.Geator@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",MATH3155,GEOG2232,
620132090,Rhianon,Serot,Rhianon.Serot@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",ELET2430,"COMP2802, PHYS1421, ELET1405, GEOL2203",
620132091,Hew,Kelk,Hew.Kelk@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1102, MICR1011","CHEM1902, PHYS1421",
620132092,Gayle,Gunson,Gayle.Gunson@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1021, CHEM1901, GEOL1102","MATH1151, PHYS1421, PHYS1422",
620132093,Rodrique,Checchetelli,Rodrique.Checchetelli@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG1131, MICR1011, CHEM2010","MATH1151, PHYS1422, MATH2403",
620132094,Rosene,Glasgow,Rosene.Glasgow@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3802,"GEOL2201, MATH3403, MATH2403, COMP2802",COMP3901
620132095,Orly,Brittain,Orly.Brittain@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG2233, BIOC1020, GEOG1131",GEOL1104,
620132096,Emelyne,Kanwell,Emelyne.Kanwell@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOG2233, CHEM2402","CHEM2111, GEOG3333, ELET2410",
620132097,Willard,Idell,Willard.Idell@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",GEOL1102,"MATH2407, CHEM2311, MATH2403, GEOG1232",
620132098,Derick,Hillin,Derick.Hillin@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",ELET3405,"BIOC3011, CHEM2311, GEOG3132, MATH2407",COMP3901
620132099,Artus,Wisson,Artus.Wisson@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3401, MATH2421",COMP3410,
620132100,Kary,Leversha,Kary.Leversha@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOG3131,"PHYS2561, GEOG2131",
620132101,Corry,Delatour,Corry.Delatour@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1231, GEOG1131","ELET1400, BIOC1021, MATH1152","COMP1210,COMP1126,COMP1127,COMP1161"
620132102,De witt,Southern,De witt.Southern@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MATH1141, GEOL1102, MATH1142",GEOL1104,
620132103,Aaron,Linfield,Aaron.Linfield@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","PHYS2351, GEOL2202, COMP3912",ELET2420,
620132104,Rowena,Ivy,Rowena.Ivy@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2233, PHYS2386, CHEM3110",GEOL2201,
620132105,Hayyim,Pech,Hayyim.Pech@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET2430, ELET3405, GEOL2202, ELET2430","PHYS3341, PHYS3351, MATH2407",
620132106,Torrance,Phittiplace,Torrance.Phittiplace@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",GEOL1102,PHYS1422,
620132107,Kelvin,Polgreen,Kelvin.Polgreen@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1021, MICR1010","GEOL1103, MATH1152, BIOC1020","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620132108,Yul,Iacoviello,Yul.Iacoviello@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2011, PHYS2300","MATH3402, ELET2410, COMP3192",
